TEAM NAMES,Series Number,Filename,Name,Description,Gender,Attributes,UUID,HASH
,324,omondi-the-vegeterian,omondi the vegeterian,Omondi wears a green coat with lots of patterns. ,Male,hair: bald; eyes: sharp eyed; teeth: none;  clothing: green ankara; accessories: none; expression: alert; strength: leader; weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,1c8b16c7497321f6645faaf348cf18ad82fca23c0c0b6b89d713af61117ddcf1
,325,barasa-the-optimist,barasa the optimist,Barasa looks up to the sky and makes a wish.,Male,hair: bald; eyes: blue; teeth: none; clothing: brown ankara; accessories:none; expression: awake; strength: strong willed; weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,4cbef51f0f4d05ec5511d155774e41ec3279fe1ecc5e7ca3b0f9f30d035ee1fb
,326,mwembu-the-elder,mwembu the elder,Mwembu is old but not so old and yellow is his favorite color.,Male,hair: bald; eyes: black; teeth: none; clothing: dark ankara; accessories: none; expression: plain; strength: fulfilled; weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,0bcc4c21d253c11564d4573f515781276f7eaa892c9ba11cf3ff7f1fc8891175
,327,mbogi-the-fighter,mbogi the fighter,Mbogi is captured and forced to wear a mask. ,Male,hair: bald; eyes:  black; teeth: none; clothing: one side ankara; accessories: none; expression: willfull; strength: fighter; weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,6c86dc6e341ffd71893044ab96b7dff5558d6451d6d938e81ec82d977e0368c5
,328,mrosho-the-runner,mrosho the runner,Mrosho has his mask on and yet still runs his race. ,Male,hair: bald; eyes: sea blue; teeth: none; clothing: purple ankara; accessories: none; expression: alert; strength: visionary; weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,8af17ad2af38fd2bfc66fd4d3a2126c0df7295216841132a6aefe926b782171c
,329,milele-the-african,milele the african,Milele wears a dress with a nice african print in orange.,Male,hair: bald; eyes: blue; teeth: none; clothing: orange ankara; accessories: none; expression: timid; strength: leader; weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,f963aa64fc7d3fbc4a080f9fa579691f55be10fa69c76da4ef14a11f6e9e1d7f
,330,olebon-the-oloibon,olebon the oloibon,Olebon is in a customized buba sokoto.,Male,hair: bald; eyes: closed; teeth: none; clothing: animal print; accessories: none; expression: surprised; strength: empathy; weakness: easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,4927043c5ff483079943d15ee3a624a151a23916ee01b6524e16bad04c86862f
,331,chifu-the-maasai,chifu the maasai,Maasai shuka keeps bringing inspiration for new clothings. ,Male,hair: bald; eyes: closed; teeth: none; clothing: ankara shirt; accessories: none; expression: visionary; strength:  authentic; weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,da60672c43b219c7673a7d870c924b803c5e91b1e33e1b7b131916ce4f7f4fc8
,332,mwangaa-the-voice,mwangaa the voice,Mwangaa the chief is controlling but still loved as he has a calming voice.,Male,hair: bald; eyes: blue; teeth: none; clothing: white lined ankara; accessories: none; expression: kindness; strength: brave; weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,3d71e071cda83e2d9d8188ac1c229167a957bb52c971ba41b4a8ccb337098f27
,333,waforte-the-first,waforte the first,Waforte loves to sleep and does nothing else.,Male,hair: bald; eyes: closed; teeth:none; clothing: jean ankara; accessories: none; expression: shy; strength: none;  weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,5db695094eb60f170576b206b0e06c176e795e11d15152ed075da40f3b965d99
,334,kariuki-the-prayerful-one,kariuki the prayerful one,Kariuki closes his eyes as he watches the sunset.,Male,hair: bald; eyes: closed eyes; teeth:none; clothing: none; accessories: none; expression: bored; strength: intelligent; weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,da39a134a7735120ee26bdbeeba5f5151e07c55f05716dec127bd054af0a71aa
,335,kenyanese-the-priest,kenyanese the priest,Kenyaanese is a masked up man with a white cloth as his signature attire. ,Male,hair: bald; eyes: white; teeth: none; clothing: white jean shirt; accessories: none; expression: calculative; strength: kind; weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,ba1845568cbaba11d1f39b87da2cd4c5b6bbc03bf8613e7ace24d7ae29a04fd5
,336,nyimbo-the-singer,nyimbo the singer,Nimbo has his glasses on and a pot with hot porridge for the night,Female,hair: dreadlocks; eyes: glassed up; teeth:none; clothing: off shoulder ankara; accessories: a pot; expression: free spirited; strength: fair; weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,32e7c81dc0cd80ea659a2afc44e752967a4931f39091cf166af1d705a9295183
,337,maathai-the-nobel-winner,maathai the nobel winner,Mathaai the warrior is revered all over the land. ,Female,hair: pink afro; eyes: glassed up; teeth: none; clothing: colored ankara; accessories: none; expression: strict; strength: leadership;  weakness: short sighted,0871cb8c-8d56-445d-92c7-01793f327707,377706c4a9bf64e9b95634aa952416aef537b3c8d03b5dd9dea59afb98b86c15
,338,tish-the-angry-one,tish the angry one,Tish is always angry and with specs on he looks really mean. ,Female,hair: black huge afro; eyes: none; teeth: broken teeth; clothing: off shoulder ankara; accessories: none; expression: disgusted; strength: blunt; weakness: greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,226d90e0917e8a86c00d74e511aea63cd2a22dbe8adc4e422749a8748bedeb8e
,339,wamenza-the-winner,wamenza the winner,Wamenza the leader has led his team to yet another thrillig victory. ,Female,hair: laid back; eyes: none; teeth: none; clothing: off shoulder ankara; accessories: none; expression: meditative; strength: strict; weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,563ad068128d0dce4fb817cdabdb7ad2050b6bdd9e1d4eb45d1c29ea0e990fde
,340,isaya-the-track-king,isaya the track king,Isaya the traveller has done a lot of travelling round Africa. ,Male,hair: none; eyes: glassed up; teeth: none; clothing: bright ankara; accessories: none; expression: taken aback; strength: straight forward; weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,45b0a9a8f2f196b35e1f164d40f2d12fde88dc091d0caf9b1299d1f9bd6b5056
TEAM RULER,341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,Male,hair: none; eyes: ash grey; teeth: none;  clothing: agbda; accessories: studs; expression:happy; strength: intelligent; weakness: red whine,78db0f29-3936-4d9c-bb90-3dbf20dba2dd,af8d034fd2ecbe518faff9db159d053b254b82e847c19c655ffcaa4790803adf
,342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in Idumota.,Female,hair: none; eyes: midnightblack; teeth: none;  clothing: purple blowse; accessories: mask; expression:furious; strength: powerful; weakness: love,1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,a10c1ac00a5a6835ee8693ae62494c090716e719c7ab35946bb4119f9c3b5c7f
,343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young gees.",Male,hair: none; eyes: blue-blackish; teeth: none;  clothing: yoruba attire; accessories: none; expression:anxious; strength: foreseer; weakness:indecision,dd708276-445f-4483-8357-fc08e999328f,f643ca4be7883f249688aacd28a9de7d9f7341438bb539da84471d96ffb2af37
,344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu is a business minded guy but fun to be with.,Male,hair: bald; eyes: eagle eyeball; teeth: none;  clothing: yellow lining blowse; accessories: none; expression: none; strength: good eyes for fashion; weakness: lack will power,76c1eabf-15ea-446a-8426-472982c4d800,5c43773af64f7a9e2297f1515520f4800a7f7e1a8ee59cbb0afe1262f203eb08
,345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him.,Male,hair: none; eyes: dark brown; teeth: none; clothing: one shoulder gown; accessories: none; expression: none; strength: elegant; weakness: easily depressed,2912ab8b-5875-4277-a5c2-a0209aee90ae,8061ffd27f8348365de4adab342e283339c07f27320eeea102982ae70f5bfb30
,346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to solve young women's problems with his millions.,Male,hair: none; eyes: cat eyes; teeth: none; clothing: purple danshiki; accessories:nose mask; expression: straight face; strength: brave ; weakness: too selfless,aa575f30-04ad-45f9-a798-199465117793,1d405515178e0be0fda99ad5454b9a887596c507f9c819254130f07736952f02
,347,suli-the-amalaseller,suli the amalaseller,Suli sells amala with respect and people say that's the secret to her sweet food.,Female,hair: low punk; eyes: cat eyes; teeth: none; clothing:brown babarigai; accessories:none; expression: furious; strength: wealthy; weakness: too emotional,46fd4821-04dd-4f65-9290-c130a00c4c93,dafde06425b757f629133496ce1d77e6f269db302281c04daae142c810ee2d83
,348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves African prints and loves to showcase culture.,Female,hair:bald; eyes: brown; teeth: none; clothing: one sided blowse; accessories: nose mask; expression: none; strength: beautiful; weakness: forgetful,cbab232b-5c62-4df8-867b-018a2e496cd4,e5945317cf3c042d16b98de50b5d4e81652ca12cc5da3b396979c36578f8a2c3
,349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him.,Male,hair: none; eyes: sky blue; teeth: none; clothing:purple agbada; accessories: neck beads; expression: excited; strength: outspoken; weakness: boring,5a42af57-186e-425b-b6b1-f72bda4911ef,0802e550142abf6b89cb9ee3227845d1458b9562c6587055e585a41dfd7eb503
,350,chinedu-the-farmer,chinedu the farmer,A hardworking farmer who has 6 boys who help out on the farm.,Male,hair: none; eyes: black; teeth: brown; clothing: one sided gown; accessories: none; expression: blushy; strength: easily loved; weakness: get angry easily,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,d96342d42b92acf987752c8159e5a65404fac1bb1d0715fb9944c7081ed69d0a
,351,kola-the-baldguy,kola the baldguy,Kola is every girls dream man because of his hair style.,Male,hair: low cut; eyes: mouse eyes; teeth: none; clothing: gbariye style; accessories: nose mask; expression: unhappy; strength: good eyes for details; weakness: sluggish,c32f1757-da9c-49e8-bd79-510a42b6971a,5fa8690088f1897041e385addd9b40f1695a45e5e81329ca27456a19cde861e5
,352,bola-the-bosslady,bola the bosslady,A lady who supports the boy child by providing scholarship to young talented males.,Female,hair: low cut; eyes: brown; teeth: none; clothing: short orange gown; accessories: nose mask; expression: none; strength: industrious; weaknes:spend lavishly,09ff910d-a2be-49d5-8b27-b9378458701c,3a862aec9ada7e7f683c1bf86282a5351dfa4a048f957e6ca174beecf8f884f2
,353,kunle-the-alienguy,kunle the alienguy,Kunle is special and easily get noticed even in the midst of crowd.,Male,hair: green punk; eyes: green; teeth: none; clothing: purple agbada; accessories: purple beads; expression: unbothered; strength: very energetic; weaknes:eaaily give in,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,607b7c31f52eacce55d607d460fa5d24c25694c46356e45473b593abc2f53c86
,354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that.,Male,hair: green punk; eyes: black ; teeth: none; clothing: orange buba; accessories: nose mask; expression: bitchy; strength: team player; weaknes: none,f9159a9c-f48d-4aee-bcc1-63c86209f806,8bc4eea7da6a217997db2bc262cbbc961b05667c3743be4dfbe8f917133f2c3c
,355,ola-the-hardguy,ola the hardguy,Ola may be feared but he is such a coolheaded champ.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: purple buba; accessories: none; expression: sick; strength: quick recovery power; weaknes: get ill frequently,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,ac55cd1ddd473ca68240c746c90c27a7be16027686ace824ab46633e9d4869d4
,356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house because of his selflessness.,Male,hair: none; eyes: closed eyes; teeth: none; clothing: pakaja attire; accessories: none; expression: bossing; strength: easily comman respect; weaknes: not a ladies man,195e89c8-0b6f-43ad-9a2c-d20f03439e96,bb5fc5bc2da79fa58225339a1bf46f81adc404f494b7ff3d444bd35e2b67a95e
,357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu is an online celebrity with many followers on social media.,Male,hair: white blode; eyes: closed eyes; teeth: closed teeth; clothing: black gown; accessories: gold shades; expression: bitchy; strength: enterprising; weaknes: too emotional,74775cda-cff4-4d21-8819-693127598eca,c2850c3c440d15a16059708e15a22a70caa4f7ae7a40ef565ce8a9569b7d3fc9
,358,adekunle-the-yorubademon,adekunle the yoruba demon,He might be every woman's man but faithful and loyal to one.,Male,hair: gobi cap; eyes: closed eyes; teeth: closed teeth; clothing: ghana dansiki; accessories: gold shades; expression: owanbe mood; strength: from a walthy home; weaknes: disrespectful,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,2e22fe4c9cd4e0058b3e4ba182f71428c1db40b73e46555e1333c329ff855410
,359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour.,Female,hair: black ghana weaving; eyes: cat eyes; teeth: none; clothing: senegalese blowse; accessories: gold shades; expression: party rider; strength: smart; weaknes: lazy,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,3bda8aa1bb44b097a9e28f50c7e790385d5bf6aae81c10e9797dc7c66b507ecd
,360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying.,Female,hair: long grey braids; eyes: closed; teeth: black lips; clothing: black short gown; accessories: gold shades; expression: happy; strength:very intelligent; weaknes: have mood swings easily,74775cda-cff4-4d21-8819-693127598eca,616d38e02f191142eebe4938787516449e2d24729fb3b44d3e034955beb0f854
TEAM VBELT,361,osas-the-ceo,osas the ceo,Meet Osas; a Gen-Z CEO with the British accent.,Female,hair: purple dreadlocks;  eyes: none; teeth: none; clothing: danshiki;  accessories: gold glasses; expression: none; strength: none; weakness: none,b10f7e42-4778-49db-820b-dabbad75504a,5dba6c2becd54e0261312c9d906d304c5e4c4a124f055516dd151696be858a02
,362,nneka-the-rainbow babe,nneka the rainbow babe,Nneka; the happy rainbow babe with the vibes.,Female,hair: pink;  eyes: none; teeth: none; clothing: blue and black bichrome; accessories: gold glasses; expression: none; strength: none; weakness: none,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,84e7e7c053df93e98d01c5cd15bfe871400469739c607c33dd49d51b118bd49a
,363,temitope-the-spoilt girl,temitope the spoilt girl,Temitope; our favourite daddy's girl.,Female,hair: none; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: gold glasses; expression: none; strength: none; weakness: none,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,033381efee39951da3613bbbec3bbc62136233cc939437ea41cb71109cc686e7
,364,bekeh-the-party animal,bekeh the party animal,Baby Bekeh is life of the party that goes home with your charger.,Female,hair: dark brown;  eyes: none; teeth: none; clothing: left one-shoulder wax print; accessories: gold glasses; expression: none; strength: none; weakness: none,f0558235-3043-46e5-b26c-5bde83cc67fb,00cd2630ac200e14577f9434730eb52553f5ef0db3e98181da7555dc75521539
,365,nana-the-tech lady,nana the tech lady,Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.,Female,hair: black; eyes: none; teeth: none; clothing: print kente;  accessories: gold glasses; expression: none; strength: none; weakness: none,e0858913-7050-4c4a-a2a0-442a88463334,9f50cd9967c860463c9a7843c69031f82641bfa0209dec45db2952c9f5273e77
,366,rofiat-the-marketer,rofiat the marketer,Rofiat; the distressed marketing intern.,Female,hair: purple dreadlocks; eyes: brown; teeth: none; clothing: danshiki; accessories: none; expression: none; strength: none; weakness: none,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,53d708d11a8bad5489119bab28cdf89289d88c71d1491a578e999804135faa67
,367,zarifa-the-righteous,zarifa the righteous,Meet Zarifa; a proper baddie for Christ.,Female,hair: pink; eyes: blue; teeth: none; clothing: v-neck original kente; accessories: none;  expression: none; strength: none; weakness: none,c6955d16-c343-46bc-9bed-c069ea8cc65a,b089a598ff6c30d29292acdc4b1c519e8781bb03a9087633b86f9138c15d81aa
,368,modinat-the-troublesome,modinat the troublesome,Modinat; The queen of gbas gbos.,Female,hair: long maroon hair; eye: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: brown glasses; expression: none; strength: none; weakness: none,49eb44e8-1117-463b-b7b3-1bcea4258362,3408f092ece6d40db36109208d78965ba410305dcefba7aee23c1ddd1accdb70
,369,amaka-our-mummy-g.o,amaka our mummy g.o,Here's Amaka; our one and only mummy G.O who's been to hell and back.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: blue v-neck wax print; accessories: none; expression: none; strength: none; weakness: none,853edc40-0f9d-40c5-ba78-46067dfd7f68,e2444ccf9bdcabde2e155cbc1ca5147fa34d3bfb9243d458c71c311ca7c72ec9
,370,mawusi-the-patient,mawusi the patient,Meet Mawusi; the sweet sister waiting for her Canadian bobo.,Female,hair: black; eyes: blue; teeth: none; clothing: print kente; accessories: beret; expression: none; strength: none; weakness: none,ca9ddc30-141a-493d-851b-71d34f599641,0a95a13fab4790c5003b2fe6ba841e1f8a3b7bb2d88d40d5eb222e60f7f20ac0
,371,nesta-the-difficult,nesta the difficult,Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.,Female,hair: double puffy hair; eyes: brown; teeth: none; clothing: bow neck wax print; accessories: hair bands; expression: none; strength: none; weakness: none,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,c57080c10608beaba35b1b6b58b8f5c5a5801a79f7dcbb2db10958ec3fec900d
,372,adaora-the-choir mistress,adaora the choir mistress,Adaora; a lovely choir mistress who loves her boyfriend.,Female,hair: black; eyes: brown; teeth: none; clothing: none; accessories: choker necklace; expression: none; strength: none; weakness: none,df944505-da1a-424e-88aa-b9d365bd2775,d531e6124aa325027b4e8dc4e2a57ef364dfb9029d12acbc5f30b61a7bf7c4dd
,373,busayo-the-husband snatcher,busayo the husband snatcher,Miss Busayo; loves being around her husband.,Female,hair: brown; eyes: brown; teeth: none; clothing: none; accessories: none; expression: none; strength: none; weakness: none,73c8d935-4a71-41d2-a1de-066ae8d548e6,d6247716034b9e9caa24a159c84ed625e1171d9e6cf67dadeacdc6bc0202e167
,374,wangari-the-waitress,wangari the waitress,Wangari; the aspiring musician that doubles as a waitress.,Female,hair: purple dreadlocks; eyes: brown eyes; teeth: none; clothing: none; accessories: purple earrings; expression: none; strength: none; weakness: none,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,56e35417d12df61681d25fb7f2b7f5e23dd1769172618671d454bce20f4db848
,375,charlene-the-shy lady,charlene the shy lady,Meet Charlene; the shy sweetheart next door.,Female,hair: brown afro; eyes: brown; teeth: none; clothing: black dress; accessories: none; expression: none; strength: none; weakness: none,36539b84-ada0-43cb-92d4-30596e07a39a,8e5932f216eca0811b0852c53d5212391859db6ea4be51e949e908a7419b14a2
,376,addae-the-unretired,addae the unretired,Mummy Addae; the hot grandma that has refused to retire.,Female,hair: brown; eyes: brown; teeth: none; clothing: danshiki; accessories: choker necklace; expression: none; strength: none; weakness: none,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,8cc2f0f810819afddc4359391e6fc64bad7fe01f5adc6cf0a0aac4511f943739
,377,abena-the-slay queen,abena the slay queen,Abena; the gang's slay queen.,Female,hair: long brown braids; eyes: squinting; teeth: none; clothing: v-neck original kente; accessories: none; expression: none; strength: none; weakness: none,1e4728e1-3e45-4972-9755-4a38e784ff91,64568df3c8753e5b9dc39adc935d8e1c57ae7fd8fdb63e1eeb1dd9077fd7ca9f
,378,gasira-the-violence mama,gasira the violence mama,Sister Gasira; wipes people Oraimo cord for a living.,Female,hair: brown bun; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: none; expression: none; strength: none; weakness: none,ea72337f-658f-4198-9ad6-39bc6212c20d,ab303f283ab36f5478ee62fa36c5736a1c4e2a2d66f782cf823b436dfb84f84e
,379,salamatou-the-exchange student,salamatou the exchange student,Salamatou; an Ivorian exchange student who's in love with amala.,Female,hair: black; eyes: squinted; teeth: none; cothing: none;  accessories: beret; expression: none; strength: none; weakness: none,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,e2a31573e488c4cb9a4ff33408c7319610d78402aa9c2212ba134b5bc988fd45
,380,nguyen-the-foreigner,nguyen the foreigner,Meet Nguyen; the Asian aunt that's addicted to waakaye.,Female,hair: dark brown; eyes: squinted; teeth: none; clothing: print kente; accessories: none; expression: none; strength: none; weakness: none,0381301b-b5a3-42c1-9f73-2c43c0b8493f,11489e8eeb36bd5ccbb89483de1dfcff2824a38ef1b1d90a46d00c81e874a2c8
TEAM AXE,381,baba-ijebu-the-gambler,baba ijebu the gambler,Baba Ijebu likes to spend all his money playing ayo; he plays till the moon is high.,Male,hair:none; eyes: sky blue; teeth: none; clothing: none; accessories: facemask; expression: none; strength: creation god; weakness: love,26340cc4-e334-494e-a737-f2b4bb9bb22e,eca60e9ddee20b9dc27031f8ee138ba5aff325e0eac740271fd16159a7f3c6d1
,382,amadi-the-palmwine-tapper,amadi the palmwine tapper,Amadi sells his palmwine at the village square.,Male,hair: bald; eyes:shut; teeth: none; clothing: none; accessories: facemask; expression: none;strength: thunder bolt; weakness: palmoil,a0586a93-7aff-43cc-8282-d081b8d6fe90,6697bdae9778d28d9e34374381a2f5b349a7b3014d25e1c41a55960bb835960e
,383,saro-the-betrayer,saro the betrayer,Saro is mean; wicked and serves breakfast on a weekly basis.,Male,hair:shiny bald; eyes:none; teeth: none; clothing: asooke; accessories: none; expression: cunning; strength: thunder clap; weakness: mice,15e1775c-74fe-4a0b-b79c-49f6b730fa89,926a0fc39c95cc664e7d1d8209a753a487749a94544a56189a34af0b482d9f6d
,384,tope-the-baller,tope the baller,Tope is an alte fashion king in Lagos who spends most of his nights at the club.,Male,hair: shiny bald; eyes: aquamarine; teeth: none; clothing: none; accessories: none; expression: childlike; strength: healing; weakness: fire,311a6713-66c9-43ce-82d8-e3ce03a87a81,c8e03767ee7b6e1f0e59acb0811486d984d788cd8a398cb4a7acc4ff601bfccd
,385,kwame-the-maths-teacher,kwame the maths teacher,Kwame teaches maths and is well known for punishing students.,Male,hair: none; eyes: squinted; teeth: none; clothing: yellow danshiki with patterns; accessories: none; expression: none; strength: none; weakness: none,9c34a73f-33ee-4577-aba8-0982c1656ba7,b0e4093fbc0bbe7cbe2dfb13237276ed83fec7a8681e6258802ea111dbfa9edc
,386,jagaban-of-afrobeats,jagaban of afrobeats,Jagaban is a party mover who wows the crowd with his theatrics.,Male,hair: none; eyes: sleepy; teeth: none; clothing: black danshiki with patterns; accessories: facemask; expression: none; strength: illusions; weakness: mirrors,784f0f6b-4273-4a31-88d7-2455b96c9011,e0889372a40dde5bfcacda8230169a45b625b7e1b21e189ea2d698bf28eb7e6c
,387,nyame-the-traveller,nyame the traveller,Nyame and adventure loving traveller who loves to explore the African continent.,Male,hair:bald; eyes:black; teeth: none; expression: serious; clothing: yellow patterned danshiki with black lining; accessories: facemask; expression: none; strength: heatblast; weakness: cattles,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,f3e792010788d618d91e4fd88bdc4a775b2ce666eb738840a83b73cdba7e5f1b
,388,adewale-the-gardner,adewale the gardner,Adewale is a hardworking and resourceful lover of plants.,Male,hair: none; eyes: pitch black; teeth: none; clothing: yellowish blue native; accessories: none; expression: mysterious; strength: oro ase; weakness: none,c447c120-830e-4543-9cb3-5917ba36bce8,94ddcfc507149a6197a977706580cb6c12d72436201c3ea246288fecb598c539
,389,emeka-the-driver,emeka the driver,Emeka is a fixture on the bustling streets of Lagos.,Male,hair: black; eyes: none; teeth: none; clothing: print kente; accessory: gold glasses and beret; expression: none; strength: none; weakness: none,dacbbb38-087d-4248-8085-13b619da0ef9,d89374ea5307908408922b5fb3f2acb27dd61c0d0022e1da7a9ed0dfc908b141
,390,abang-the-wordsmith,abang the wordsmith,Abang is a storyteller and connoisseur of words.,Male,hair: shiny bald; eyes: none; teeth: none; clothing: whitish blue ankara; accessories: none; expression: amused; strength: ironclaw; weakness: wood,94c607b3-791e-40df-bd93-50926f094143,acefe37e825039c57479ad71347df38393018136c7991e1322ec238f5bec57a4
,391,onome-the-stylist,onome the stylist,Onome is a fashionista with a pereferece for pipes over cigars.,Female,hair: fuzzy brown; eyes: none; teeth: none; clothing: patterned danshiki;  accessories: glasses and pipe; expression: baddie; strength: all knowing; weakness: ignorance,b3427836-627b-41e4-a2d0-c29473448343,26b8d0ba9415a8c62dc76b10456f4a7071bd96a783b6eb64548d23be23d72204
,392,adaeze-the-developer,adaeze the developer,Adaeze is a gen-z software engineer whose favourite colour is purple.,Female,hair: purple braids; eyes: none; teeth: none; clothing: darkish blue buba; accessories: glasses; expression: bitchy; strength: seduction; weakness: dirt,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,754cafc137acf7378881b1fe6204ee3119b094190447d40ba29ad9d557c6c59a
,393,precious-the-sidechick,precious the sidechick,Precious can be found in every happening party in the cities of Lagos & Abuja. A Small girl with a big God.,Female,hair: black knob; eyes: none; teeth: none; clothing: patterned kente; accessories: berret and glasses and gum; expression: unbothered; stength: foresight; weakness: wine,ca720bf9-5e47-4421-b38f-bc62162ae99e,d4525c540828e0fba3ed0ac24054c322175d9be65f47d62f8bab4f01a573e866
,394,ella-the-creative,elle the creative,"Ella is a smart, resourceful and an intellligent copywriter in a marketing firm.",Female,hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,eb9c366672eb92c9d049d20e965d4903b6e121722fa0ade3550b69d24cce5d75
,395,maame-the-starter,maame the starter,Maame is a no nonsense tough cookie who is never afraid to start something.,Female,hair: brown wavy; eyes: none; teeth: vampiric; clothing: yellow patterned kento; accessories: glasses; strength: scale of justice; weakness: anansi,2aebd094-3be5-4773-a7a0-361f6332a7d4,7e9212249dea19764b03976217c2b8b40f5272a1769bc780a48b1374d49d3c27
,396,abigail-the-beautiful,abigail the beautiful,Abigail is the k-pop stan who loves comic books.,Female,hair: wavy brown curls; eyes: aquamarine; teeth: none; clothing: drum patterned danshiki; accessories: earrings; expression: none; strength: moonbeam; weakness: erinle,fb148f97-d309-45a4-b902-4e066ca13f96,b74d60b9eaeebcbd94c44cf7cfd031c74e4064175dbe9edeb201d02e1e49c283
,397,abike-the-iya-loja,abike the iya loja,Abike is a well known trader & the iya-loja of the largest market in Lagos.,Female,hair: purple bun; eyes: midnight black; teeth: vampiric; clothing: purpulish black buba; accessories: berret; expression: scary; strength: hammer of justice; weakness: oya,7b210c03-5446-462d-980e-c73dbbc1e386,9e092ce2e80eaa2c140cff1ba18edd9acc6dd0bbcc889bed9069656009140fe7
,398,ashanti-the-gold seller,ashanti the gold seller,Ashanti is a well known gold trader whose trinkets are one of a kind.,Female,hair: brown curly bun; eyes: deep brown; teeth: none; clothing: multicoloured kento; accessories: pipe; expression: amused; strength: lovefist; weakness: easily deceived,80b51092-3fbc-4d0c-8518-fc461ccb6c80,c2c292b2e5cf58b3b13372774482617333f0f0ba563eecf6a352429102bbdb5a
,399,yemoja-the-cool,yemoja the cool,Yemoja is a content creator who is known for her cool girl aesthetic.,Female,hair: orange pigtail; eyes: dark brown; teeth: none; clothing: black patterned kento; accessories: hair clip; expression: dismayed; strength: none; weakness: none,1693b44d-96cf-4c2d-89be-9f4219c28447,63e3b3622aeca3dd9499aacaefd5a291b6f04cea91aa089d7efa6bb0f71311e3
,400,Nana-the-dancer,nana the dancer,Nana is a dancer from Kumasi who performes at well known events all over Ghana.,Female,hair: orange afro; eyes: brown; teeth: none; clothing: yellow patterned kento; accessories: none; expression: hopeful; strength: none; weakness: none,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,af7e7e7654eb098d4bbc2c492cf74b5aa647885fae2685b4f8f1c66d077a5e7f
